suposicion_actual,bombas,misiles,numero_objetivo,ajuste_necesario
398,0,3,729,331
995,0,6,140,-855
291,2,0,326,35
820,0,2,999,179
543,0,4,44,-499
132,0,1,239,107
262,0,2,550,288
409,0,2,637,228
568,0,3,165,-403
138,0,3,568,430
499,0,2,768,269
397,0,2,139,-258
852,0,3,414,-438
4,1,0,69,65
480,0,1,588,108
52,1,0,150,98
625,0,4,30,-595
201,1,0,138,-63
339,0,1,444,105
416,0,1,519,103
498,0,2,323,-175
540,1,0,462,-78
468,0,2,669,201
718,0,3,405,-313
289,0,3,666,377
234,0,2,409,175
675,0,3,270,-405
630,0,2,926,296
374,0,5,983,609
528,0,2,686,158
552,0,3,186,-366
577,0,2,798,221
796,0,4,247,-549
359,0,3,778,419
25,0,2,294,269
931,1,0,845,-86
249,0,2,541,292
484,0,3,853,369
982,0,4,475,-507
81,0,3,500,419
481,0,1,609,128
646,0,1,779,133
77,0,1,220,143
894,0,4,375,-519
529,1,0,457,-72
968,0,5,260,-708
412,0,3,822,410
844,0,3,514,-330
115,0,5,813,698
212,2,0,240,28
401,0,3,773,372
319,1,0,224,-95
10,0,1,119,109
60,0,1,209,149
60,0,6,855,795
837,0,5,138,-699
741,2,0,783,42
903,0,2,676,-227
983,0,5,279,-704
176,0,3,621,445
19,0,3,339,320
605,2,0,637,32
307,0,2,605,298
68,0,3,385,317
618,0,1,499,-119
265,0,4,810,545
302,0,2,563,261
303,0,2,152,-151
208,2,0,186,-22
775,0,1,633,-142
466,3,0,457,-9
256,0,2,40,-216
325,2,0,296,-29
783,0,0,683,-100
546,0,3,963,417
518,0,2,813,295
660,0,5,10,-650
353,0,2,591,238
178,0,2,383,205
404,1,0,465,61
840,2,0,815,-25
737,0,2,564,-173
632,0,2,335,-297
194,0,3,596,402
243,0,5,871,628
223,0,2,505,282
919,0,2,661,-258
671,1,0,722,51
189,0,2,482,293
197,0,5,920,723
409,0,2,625,216
782,0,3,462,-320
22,2,0,68,46
722,0,2,919,197
302,0,3,640,338
44,0,3,457,413
29,1,0,116,87
844,0,5,239,-605
159,0,3,494,335
403,0,3,709,306
504,1,0,454,-50
695,0,1,810,115
669,0,3,235,-434
490,1,0,548,58
19,0,2,244,225
770,0,4,297,-473
470,0,1,613,143
684,0,2,398,-286
646,0,2,472,-174
688,0,2,907,219
483,0,3,927,444
46,0,2,218,172
566,0,3,983,417
822,1,0,918,96
740,0,3,425,-315
348,0,2,609,261
517,0,1,415,-102
993,1,0,896,-97
224,0,1,360,136
172,0,4,646,474
894,2,0,909,15
528,0,2,283,-245
337,0,3,37,-300
648,0,5,7,-641
80,0,4,595,515
59,0,4,602,543
504,0,3,936,432
466,1,0,371,-95
406,0,2,139,-267
954,0,5,267,-687
278,2,0,304,26
182,0,3,568,386
42,0,6,908,866
118,0,2,334,216
971,0,5,285,-686
115,0,2,307,192
881,0,4,385,-496
794,2,0,763,-31
689,2,0,647,-42
995,0,3,653,-342
33,0,1,140,107
360,2,0,386,26
997,0,5,314,-683
373,1,0,276,-97
630,0,3,188,-442
960,2,0,946,-14
177,2,0,197,20
808,0,3,497,-311
78,0,1,195,117
430,0,3,77,-353
953,0,4,405,-548
480,0,2,765,285
735,2,0,746,11
293,0,4,753,460
136,0,2,372,236
672,2,0,635,-37
51,0,6,873,822
981,0,4,386,-595
63,2,0,36,-27
574,2,0,563,-11
329,0,4,798,469
394,0,2,668,274
7,0,5,708,701
716,0,4,124,-592
351,2,0,330,-21
605,0,4,83,-522
905,0,3,501,-404
60,0,5,704,644
394,0,2,196,-198
956,0,5,263,-693
127,0,4,624,497
447,0,4,946,499
609,0,2,810,201
41,0,2,287,246
666,0,3,346,-320
392,0,4,909,517
394,1,0,460,66
348,0,1,240,-108
314,2,0,296,-18
192,0,6,954,762
268,0,4,806,538
667,0,1,549,-118
661,0,4,169,-492
250,0,5,868,618
466,0,3,66,-400
374,0,3,743,369
0,0,4,483,483
946,0,5,207,-739
827,0,4,233,-594
911,1,0,818,-93
638,0,2,924,286
308,0,4,898,590
346,0,3,3,-343
480,0,2,296,-184
150,0,2,351,201
975,0,2,789,-186
756,0,1,638,-118
408,0,2,156,-252
283,0,4,864,581
283,0,4,862,579
221,0,3,535,314
162,0,3,542,380
177,0,5,831,654
770,0,5,107,-663
889,0,3,548,-341
892,0,5,145,-747
197,0,3,586,389
568,0,2,398,-170
459,1,0,547,88
258,0,5,928,670
352,0,1,480,128
300,1,0,398,98
525,0,2,252,-273
4,0,2,210,206
861,0,2,643,-218
191,0,3,558,367
269,0,5,953,684
458,1,0,544,86
0,0,3,366,366
773,0,4,226,-547
38,0,6,927,889
878,0,5,224,-654
995,0,6,183,-812
116,0,6,880,764
417,0,2,243,-174
590,0,3,932,342
666,2,0,676,10
847,3,0,849,2
984,0,3,589,-395
7,0,7,965,958
911,0,6,38,-873
862,3,0,860,-2
543,0,3,191,-352
325,1,0,242,-83
44,0,3,357,313
721,0,2,907,186
544,0,4,76,-468
435,3,0,432,-3
843,1,0,757,-86
7,0,2,279,272
704,0,2,424,-280
351,0,3,735,384
865,0,6,63,-802
658,0,2,374,-284
70,0,4,584,514
719,0,5,79,-640
679,0,2,521,-158
728,0,1,600,-128
343,0,2,547,204
689,0,2,458,-231
82,0,3,389,307
805,0,2,536,-269
551,1,0,616,65
583,0,3,213,-370
304,0,2,122,-182
15,2,0,35,20
814,0,4,330,-484
113,0,2,316,203
940,0,5,233,-707
373,1,0,430,57
345,0,4,856,511
267,0,3,622,355
827,2,0,862,35
606,0,3,219,-387
513,0,1,409,-104
867,0,3,487,-380
49,1,0,108,59
305,1,0,403,98
64,0,5,772,708
533,0,3,833,300
195,1,0,141,-54
965,1,0,892,-73
381,0,3,35,-346
740,0,5,129,-611
101,0,6,993,892
295,2,0,330,35
213,0,5,938,725
644,1,0,553,-91
353,0,5,973,620
808,0,1,913,105
217,0,1,89,-128
825,0,5,85,-740
50,0,2,248,198
205,0,1,87,-118
728,0,2,975,247
807,0,1,672,-135
22,2,0,33,11
157,0,1,298,141
886,0,2,674,-212
442,0,1,310,-132
158,0,2,409,251
277,2,0,242,-35
800,0,3,377,-423
67,0,5,785,718
921,0,2,719,-202
430,0,2,618,188
984,0,6,177,-807
835,1,0,919,84
497,0,0,597,100
225,1,0,283,58
473,1,0,569,96
575,0,3,916,341
25,1,0,117,92
203,0,5,889,686
259,2,0,288,29
401,2,0,357,-44
101,0,2,256,155
673,0,3,243,-430
441,0,2,647,206
711,0,2,541,-170
636,0,1,756,120
721,0,3,402,-319
636,0,3,200,-436
685,0,4,222,-463
597,0,4,69,-528
200,0,3,630,430
591,2,0,557,-34
858,1,0,777,-81
197,2,0,181,-16
335,1,0,272,-63
969,0,6,196,-773
751,0,3,431,-320
184,0,4,766,582
819,0,4,331,-488
852,0,4,289,-563
822,2,0,861,39
217,1,0,315,98
428,0,3,765,337
154,0,6,904,750
915,0,5,290,-625
786,2,0,812,26
483,0,2,775,292
418,0,3,719,301
66,0,2,251,185
69,0,5,679,610
441,0,2,601,160
258,0,2,87,-171
25,0,4,540,515
433,0,1,324,-109
299,0,1,401,102
568,0,3,241,-327
358,0,3,683,325
245,0,4,751,506
326,3,0,324,-2
519,1,0,465,-54
969,0,6,206,-763
652,0,3,989,337
966,0,5,327,-639
897,0,6,68,-829
529,0,2,736,207
786,0,3,394,-392
956,0,6,153,-803
64,1,0,136,72
148,0,6,1000,852
616,1,0,680,64
745,0,1,602,-143
768,0,2,574,-194
585,0,1,689,104
292,0,1,421,129
231,2,0,263,32
449,2,0,420,-29
201,0,2,354,153
677,0,4,204,-473
564,0,1,453,-111
252,3,0,243,-9
905,0,3,568,-337
627,0,4,125,-502
239,0,5,913,674
410,2,0,379,-31
461,0,2,758,297
239,0,2,430,191
77,0,5,823,746
986,0,3,549,-437
363,3,0,366,3
784,2,0,772,-12
439,0,1,291,-148
571,0,2,776,205
720,2,0,679,-41
409,0,4,981,572
7,0,3,437,430
60,0,6,840,780
138,0,5,862,724
664,0,3,342,-322
850,0,4,349,-501
771,3,0,773,2
402,0,3,739,337
46,0,4,515,469
242,0,3,632,390
380,2,0,363,-17
101,0,5,741,640
294,0,1,425,131
782,0,1,650,-132
814,0,2,549,-265
928,0,6,49,-879
661,2,0,618,-43
36,0,4,626,590
114,0,4,577,463
286,0,2,523,237
828,0,2,666,-162
670,0,1,535,-135
896,0,5,280,-616
658,1,0,717,59
782,0,5,163,-619
137,0,4,624,487
633,0,3,294,-339
253,1,0,351,98
262,0,2,545,283
402,0,4,951,549
794,0,2,562,-232
585,1,0,650,65
81,0,2,378,297
895,0,6,6,-889
677,0,3,243,-434
366,0,4,942,576
519,0,3,87,-432
406,0,2,173,-233
762,0,3,440,-322
382,0,2,128,-254
909,0,4,370,-539
536,0,2,373,-163
454,1,0,504,50
175,0,2,370,195
589,0,3,972,383
714,0,2,416,-298
809,0,1,699,-110
906,0,5,205,-701
988,1,0,919,-69
260,0,2,49,-211
582,0,1,475,-107
967,2,0,932,-35
978,0,6,196,-782
583,0,2,817,234
451,0,3,777,326
978,0,4,517,-461
261,0,2,533,272
889,0,5,281,-608
106,0,5,798,692
721,0,4,213,-508
932,0,4,403,-529
957,0,6,185,-772
336,0,3,779,443
536,0,3,893,357
329,0,3,747,418
576,0,2,780,204
381,0,3,788,407
135,0,2,419,284
698,0,2,861,163
125,0,6,939,814
418,0,3,101,-317
834,2,0,881,47
656,0,1,762,106
919,0,5,189,-730
844,0,4,356,-488
720,0,4,146,-574
876,0,5,194,-682
578,2,0,602,24
783,0,4,282,-501
191,0,2,474,283
407,0,4,893,486
338,1,0,408,70
155,0,5,837,682
775,0,2,524,-251
990,0,3,575,-415
621,0,3,264,-357
149,0,4,704,555
303,0,2,137,-166
780,1,0,877,97
745,0,4,194,-551
158,0,5,877,719
965,0,5,332,-633
310,0,4,851,541
351,0,4,858,507
80,1,0,2,-78
86,0,3,418,332
847,0,5,196,-651
610,0,1,757,147
940,0,4,356,-584
425,0,2,153,-272
459,0,2,663,204
733,1,0,792,59
748,0,4,278,-470
301,0,1,419,118
709,1,0,780,71
343,0,2,622,279
625,0,2,814,189
74,0,2,298,224
331,2,0,309,-22
962,2,0,998,36
317,0,2,53,-264
473,0,4,926,453
949,0,5,309,-640
83,0,4,648,565
645,1,0,731,86
16,0,2,203,187
29,0,3,362,333
781,1,0,723,-58
854,0,2,604,-250
992,0,4,519,-473
740,0,5,68,-672
82,0,5,791,709
751,0,2,560,-191
25,1,0,84,59
35,0,5,680,645
629,0,3,199,-430
29,3,0,35,6
305,0,3,700,395
635,0,4,149,-486
812,1,0,731,-81
437,0,4,916,479
694,0,4,121,-573
757,0,2,483,-274
626,0,3,206,-420
768,0,2,472,-296
239,0,1,365,126
356,1,0,269,-87
934,1,0,856,-78
209,0,2,387,178
6,0,6,855,849
637,0,4,54,-583
27,0,5,757,730
643,0,1,541,-102
6,0,5,646,640
584,0,1,479,-105
75,0,6,849,774
843,0,1,985,142
96,0,6,994,898
476,0,3,847,371
461,2,0,445,-16
658,0,3,984,326
230,0,2,461,231
545,0,1,657,112
271,1,0,331,60
618,0,3,268,-350
729,0,3,280,-449
559,1,0,637,78
740,2,0,694,-46
49,0,6,932,883
526,2,0,548,22
782,0,4,226,-556
472,1,0,392,-80
437,2,0,447,10
196,2,0,156,-40
468,0,3,798,330
503,0,3,815,312
403,0,3,10,-393
894,0,6,5,-889
259,0,1,139,-120
432,2,0,474,42
780,2,0,814,34
944,0,5,269,-675
443,0,2,238,-205
863,1,0,929,66
93,0,7,993,900
248,0,2,28,-220
131,2,0,171,40
17,0,2,208,191
259,0,5,932,673
348,1,0,254,-94
328,0,2,39,-289
681,0,2,930,249
501,0,3,127,-374
896,1,0,947,51
726,1,0,802,76
471,0,1,579,108
441,0,2,664,223
462,0,3,87,-375
861,1,0,796,-65
642,0,1,762,120
753,1,0,683,-70
108,0,6,928,820
361,0,5,1000,639
757,1,0,692,-65
372,0,2,612,240
529,0,3,152,-377
784,2,0,758,-26
52,0,5,689,637
344,0,1,229,-115
962,0,6,178,-784
249,0,5,962,713
327,0,2,119,-208
195,0,4,688,493
172,1,0,235,63
454,0,3,7,-447
161,0,5,824,663
629,0,4,98,-531
847,0,2,560,-287
560,0,3,952,392
907,1,0,992,85
292,0,2,67,-225
86,0,3,401,315
179,0,4,766,587
386,0,2,666,280
172,0,4,669,497
849,0,4,267,-582
757,1,0,704,-53
943,0,4,423,-520
469,0,2,692,223
565,0,4,17,-548
796,2,0,774,-22
383,0,2,607,224
976,0,6,92,-884
315,2,0,289,-26
195,0,2,401,206
966,0,4,461,-505
566,0,2,720,154
340,0,4,861,521
966,0,3,555,-411
83,0,6,942,859
162,0,4,640,478
662,0,4,173,-489
579,0,2,397,-182
44,0,3,376,332
150,2,0,130,-20
556,1,0,461,-95
596,0,3,904,308
318,0,3,648,330
496,0,3,918,422
745,2,0,760,15
35,0,2,285,250
339,0,3,669,330
747,0,4,242,-505
592,0,3,242,-350
256,0,1,376,120
704,0,3,278,-426
613,0,2,355,-258
805,0,5,123,-682
48,0,2,343,295
478,0,3,916,438
75,0,2,374,299
271,2,0,230,-41
279,0,3,601,322
356,0,4,951,595
670,0,3,231,-439
450,0,3,31,-419
922,0,2,757,-165
325,0,2,27,-298
893,0,2,657,-236
745,0,4,286,-459
749,2,0,788,39
657,2,0,688,31
67,0,2,270,203
870,1,0,812,-58
662,0,2,403,-259
985,0,1,858,-127
928,0,2,702,-226
422,0,3,755,333
435,0,3,850,415
184,0,1,319,135
303,0,4,850,547
257,0,1,134,-123
979,0,4,393,-586
766,0,3,401,-365
754,0,5,131,-623
717,0,2,960,243
379,1,0,326,-53
180,0,1,322,142
809,0,5,120,-689
675,0,4,130,-545
558,3,0,565,7
746,0,5,115,-631
695,0,2,890,195
917,0,6,108,-809
162,1,0,217,55
735,0,2,513,-222
380,0,1,242,-138
194,1,0,277,83
179,0,4,675,496
178,2,0,202,24
696,2,0,743,47
534,0,3,879,345
659,0,4,157,-502
27,0,3,421,394
609,1,0,667,58
821,0,5,211,-610
833,0,5,121,-712
426,0,2,715,289
471,0,1,328,-143
306,0,1,184,-122
289,1,0,362,73
302,0,1,158,-144
361,0,2,545,184
493,0,2,772,279
58,0,2,243,185
957,0,5,327,-630
990,0,3,682,-308
585,0,3,209,-376
307,0,2,563,256
544,0,3,173,-371
771,0,4,286,-485
90,0,6,969,879
669,0,2,855,186
427,0,1,312,-115
935,0,2,703,-232
807,2,0,775,-32
855,2,0,865,10
945,0,1,820,-125
642,1,0,551,-91
673,0,3,263,-410
823,0,2,529,-294
789,0,3,427,-362
273,0,2,121,-152
284,2,0,242,-42
110,0,6,937,827
225,0,6,998,773
481,0,3,113,-368
928,0,5,209,-719
298,0,3,601,303
2,0,1,139,137
263,0,5,960,697
436,0,2,649,213
288,0,5,890,602
959,0,5,269,-690
149,0,3,583,434
115,0,5,742,627
683,2,0,706,23
973,0,1,842,-131
843,0,1,727,-116
594,0,3,264,-330
166,0,2,399,233
33,0,5,743,710
125,0,6,949,824
912,0,4,423,-489
382,0,3,61,-321
281,0,2,532,251
372,0,5,974,602
88,0,2,290,202
37,0,3,443,406
339,0,4,881,542
109,2,0,80,-29
550,0,2,368,-182
908,0,5,162,-746
542,0,3,111,-431
188,2,0,202,14
23,3,0,32,9
209,0,3,526,317
215,2,0,263,48
537,0,1,646,109
145,0,5,788,643
624,2,0,641,17
748,0,5,24,-724
236,0,1,337,101
842,0,3,519,-323
83,0,1,218,135
552,0,3,136,-416
256,0,3,675,419
257,0,5,896,639
113,0,5,730,617
118,0,4,633,515
909,0,6,105,-804
308,3,0,305,-3
747,0,2,974,227
545,2,0,576,31
499,0,1,622,123
953,2,0,923,-30
101,0,6,873,772
421,2,0,448,27
176,1,0,234,58
94,0,5,794,700
367,0,2,519,152
468,1,0,531,63
806,3,0,801,-5
944,0,6,80,-864
743,2,0,710,-33
141,0,4,666,525
706,0,1,821,115
135,0,4,645,510
362,1,0,292,-70
291,0,2,493,202
735,0,3,309,-426
420,0,4,984,564
96,0,5,745,649
795,0,1,678,-117
309,0,3,654,345
406,0,1,537,131
421,0,2,669,248
432,0,2,221,-211
100,2,0,53,-47
909,0,6,89,-820
357,0,1,231,-126
497,2,0,543,46
44,0,2,270,226
334,0,3,635,301
429,0,3,79,-350
511,0,2,733,222
943,3,0,938,-5
702,0,3,401,-301
360,0,1,231,-129
207,1,0,287,80
21,0,7,939,918
162,0,1,306,144
818,0,4,235,-583
482,0,2,699,217
958,0,7,9,-949
644,0,3,294,-350
631,2,0,611,-20
464,0,4,917,453
137,0,5,857,720
616,1,0,556,-60
284,1,0,338,54
834,1,0,754,-80
710,0,4,245,-465
85,0,6,923,838
382,0,4,894,512
683,1,0,612,-71
200,0,3,534,334
119,0,3,548,429
932,1,0,872,-60
473,0,4,968,495
760,0,4,263,-497
323,1,0,239,-84
950,0,1,806,-144
941,2,0,896,-45
924,0,3,578,-346
197,0,2,465,268
505,0,2,788,283
571,0,1,703,132
998,0,3,601,-397
397,0,2,215,-182
398,0,2,197,-201
104,0,4,688,584
830,0,5,191,-639
341,2,0,329,-12
74,0,2,333,259
909,0,2,720,-189
507,0,2,252,-255
150,0,4,699,549
2,0,2,267,265
55,0,2,246,191
821,0,4,343,-478
604,1,0,531,-73
692,2,0,740,48
784,0,2,581,-203
255,0,2,475,220
961,0,4,391,-570
219,0,1,96,-123
313,0,4,813,500
810,2,0,783,-27
749,0,1,884,135
145,0,2,398,253
825,0,3,385,-440
676,2,0,657,-19
298,0,1,178,-120
895,0,3,519,-376
869,0,2,700,-169
29,3,0,29,0
320,0,2,599,279
404,0,3,850,446
437,0,3,107,-330
304,3,0,306,2
934,0,2,746,-188
744,2,0,759,15
638,0,4,52,-586
39,3,0,35,-4
780,0,4,270,-510
91,0,4,589,498
995,0,6,185,-810
176,1,0,235,59
400,0,3,90,-310
844,1,0,767,-77
955,0,3,543,-412
298,0,3,649,351
140,2,0,187,47
976,0,5,242,-734
505,0,3,155,-350
19,0,2,202,183
100,0,5,789,689
83,0,5,758,675
197,0,4,665,468
498,0,2,723,225
819,0,3,427,-392
853,0,5,136,-717
36,0,4,567,531
886,0,2,698,-188
760,0,4,298,-462
62,0,4,647,585
662,0,3,239,-423
953,0,6,146,-807
628,0,2,857,229
149,0,6,974,825
759,0,2,931,172
716,0,3,367,-349
111,2,0,122,11
266,0,2,105,-161
528,2,0,560,32
197,0,2,385,188
85,0,2,329,244
818,0,3,461,-357
694,0,3,306,-388
805,2,0,843,38
1,0,4,477,476
289,2,0,270,-19
717,0,2,923,206
728,2,0,745,17
784,0,1,920,136
664,0,5,19,-645
250,0,5,926,676
779,0,1,891,112
138,0,6,893,755
189,0,2,401,212
821,1,0,759,-62
833,1,0,884,51
634,0,2,800,166
495,2,0,519,24
591,0,1,725,134
573,0,2,400,-173
551,0,3,178,-373
597,0,2,353,-244
89,0,2,386,297
444,2,0,490,46
124,0,1,270,146
803,0,2,567,-236
557,0,2,295,-262
797,0,5,98,-699
813,1,0,752,-61
376,0,2,578,202
988,0,2,703,-285
83,0,3,436,353
355,1,0,435,80
96,0,4,690,594
887,0,3,488,-399
147,0,4,740,593
236,0,2,33,-203
681,0,4,166,-515
659,0,3,301,-358
109,0,3,513,404
905,0,6,47,-858
450,0,1,555,105
972,0,4,410,-562
43,0,2,251,208
818,0,6,56,-762
694,2,0,669,-25
854,0,6,76,-778
605,0,3,242,-363
848,0,1,715,-133
191,0,2,435,244
480,0,2,207,-273
90,0,6,954,864
531,0,3,98,-433
556,0,3,890,334
558,0,2,728,170
163,0,4,642,479
1000,0,5,316,-684
47,0,7,967,920
274,0,4,854,580
20,0,5,769,749
460,0,2,223,-237
421,1,0,362,-59
874,0,3,531,-343
617,0,3,933,316
843,0,3,419,-424
435,0,4,971,536
359,0,3,766,407
26,0,4,530,504
523,2,0,538,15
160,0,6,938,778
693,0,2,533,-160
250,2,0,275,25
49,0,4,569,520
799,0,6,40,-759
638,0,2,857,219
236,0,1,92,-144
996,0,5,350,-646
294,2,0,246,-48
374,1,0,461,87
792,0,1,688,-104
778,3,0,771,-7
662,0,2,475,-187
21,0,1,132,111
296,2,0,333,37
8,0,3,334,326
212,0,3,572,360
633,0,2,882,249
291,2,0,322,31
235,0,3,593,358
80,0,4,567,487
756,0,2,499,-257
945,0,2,651,-294
385,0,2,548,163
912,2,0,891,-21
443,1,0,500,57
742,0,2,582,-160
273,0,2,544,271
30,0,5,764,734
64,0,6,923,859
160,1,0,220,60
363,0,3,685,322
597,2,0,548,-49
209,0,2,23,-186
323,0,2,479,156
464,0,2,650,186
687,0,5,44,-643
211,0,2,375,164
556,1,0,469,-87
127,1,0,209,82
220,0,2,488,268
461,0,2,265,-196
517,0,3,889,372
166,0,4,684,518
868,0,3,540,-328
363,0,5,975,612
247,0,2,546,299
661,0,2,950,289
573,0,1,427,-146
666,0,2,910,244
183,0,6,943,760
801,0,2,968,167
474,0,2,186,-288
337,0,1,231,-106
323,0,2,83,-240
538,0,2,273,-265
110,0,3,458,348
939,0,3,493,-446
569,0,2,413,-156
797,0,2,541,-256
615,0,2,385,-230
536,0,3,924,388
640,0,2,456,-184
636,0,1,781,145
393,0,2,690,297
382,0,1,508,126
730,1,0,633,-97
213,1,0,117,-96
248,1,0,345,97
304,0,3,700,396
144,0,5,811,667
692,0,2,407,-285
980,0,4,385,-595
806,0,1,672,-134
235,0,2,71,-164
237,1,0,161,-76
615,0,4,43,-572
806,2,0,790,-16
821,0,3,505,-316
85,1,0,33,-52
689,0,4,171,-518
18,0,4,489,471
101,0,5,742,641
441,0,2,246,-195
370,2,0,353,-17
810,0,1,941,131
74,0,6,907,833
719,2,0,731,12
606,0,3,234,-372
791,0,3,432,-359
735,1,0,827,92
515,0,3,166,-349
975,0,6,187,-788
177,0,6,970,793
342,0,2,496,154
558,0,2,782,224
464,0,2,659,195
101,0,2,291,190
138,0,6,917,779
958,3,0,957,-1
816,0,2,611,-205
196,0,4,715,519
8,0,6,797,789
553,0,3,964,411
892,0,2,725,-167
706,0,4,241,-465
316,0,1,188,-128
267,0,3,708,441
512,0,3,172,-340
346,0,1,462,116
31,0,2,232,201
352,1,0,424,72
756,0,4,202,-554
360,0,3,6,-354
270,0,1,141,-129
727,0,4,233,-494
640,1,0,721,81
728,0,4,224,-504
800,0,3,438,-362
80,0,3,435,355
999,1,0,932,-67
398,0,2,645,247
269,0,3,711,442
469,0,4,984,515
723,0,2,891,168
134,0,5,738,604
78,0,4,529,451
159,0,4,649,490
938,0,4,348,-590
890,0,3,540,-350
971,0,3,558,-413
844,0,3,439,-405
483,0,3,65,-418
847,3,0,838,-9
684,0,5,78,-606
706,0,1,842,136
203,2,0,222,19
552,0,3,863,311
69,0,2,279,210
324,0,3,692,368
478,0,2,694,216
355,0,3,724,369
731,0,2,476,-255
366,0,3,775,409
214,0,3,612,398
943,0,6,164,-779
471,0,1,331,-140
932,0,4,458,-474
109,0,1,224,115
725,0,3,334,-391
86,2,0,125,39
792,0,1,931,139
53,0,4,514,461
27,0,7,930,903
310,0,5,921,611
904,2,0,875,-29
212,0,6,998,786
945,1,0,889,-56
436,0,2,238,-198
569,0,3,203,-366
703,0,5,48,-655
997,0,7,93,-904
610,1,0,696,86
116,0,2,300,184
946,0,2,753,-193
897,0,2,628,-269
748,2,0,781,33
376,0,2,622,246
693,0,2,527,-166
422,0,2,157,-265
488,3,0,493,5
941,0,3,594,-347
816,0,1,953,137
975,0,3,646,-329
781,0,3,411,-370
425,0,2,184,-241
828,0,4,307,-521
32,0,2,247,215
704,0,4,155,-549
744,0,2,530,-214
103,0,2,267,164
224,0,5,877,653
754,1,0,680,-74
616,2,0,632,16
804,0,0,904,100
715,0,1,850,135
522,0,2,252,-270
208,0,2,381,173
332,0,3,665,333
385,0,4,925,540
624,0,3,205,-419
551,0,2,797,246
583,2,0,568,-15
566,0,2,408,-158
364,0,2,589,225
286,0,2,496,210
729,0,2,576,-153
800,0,4,313,-487
471,0,3,810,339
204,0,5,833,629
396,0,3,730,334
913,0,3,528,-385
426,0,2,711,285
391,0,1,252,-139
27,0,4,588,561
728,0,5,125,-603
852,2,0,841,-11
686,0,2,963,277
675,0,2,851,176
860,0,3,468,-392
941,2,0,895,-46
960,0,3,525,-435
449,0,3,762,313
163,0,2,327,164
270,0,1,148,-122
331,0,4,837,506
802,0,5,116,-686
397,0,1,280,-117
209,1,0,136,-73
936,0,5,264,-672
302,0,2,82,-220
428,0,1,554,126
962,0,2,663,-299
137,1,0,204,67
437,1,0,510,73
680,0,4,205,-475
924,3,0,930,6
207,0,3,513,306
381,2,0,359,-22
980,0,6,183,-797
848,0,5,214,-634
248,0,2,502,254
461,0,3,792,331
394,0,4,973,579
974,0,5,241,-733
74,0,6,922,848
864,0,3,490,-374
560,0,1,428,-132
64,0,4,526,462
885,0,4,346,-539
699,0,2,486,-213
409,0,3,796,387
671,0,3,350,-321
170,0,4,662,492
598,0,4,39,-559
367,2,0,383,16
246,0,3,660,414
842,0,5,188,-654
135,0,5,778,643
962,1,0,892,-70
158,1,0,248,90
470,0,1,602,132
802,0,1,686,-116
157,0,1,52,-105
755,0,3,370,-385
994,0,6,122,-872
864,0,6,0,-864
542,0,2,323,-219
359,0,3,4,-355
776,0,2,595,-181
102,2,0,66,-36
494,0,3,52,-442
217,0,4,687,470
116,0,5,735,619
327,2,0,282,-45
77,0,6,879,802
973,0,5,252,-721
263,0,2,9,-254
458,1,0,371,-87
145,1,0,64,-81
482,0,4,985,503
78,0,4,634,556
638,0,4,185,-453
36,0,5,767,731
541,0,2,698,157
536,0,3,157,-379
935,2,0,947,12
547,2,0,568,21
197,0,6,967,770
389,0,2,586,197
116,2,0,156,40
971,0,6,86,-885
820,2,0,852,32
371,1,0,466,95
368,0,3,735,367
943,0,5,280,-663
686,0,2,979,293
775,0,3,473,-302
644,0,2,481,-163
683,0,2,944,261
919,0,4,461,-458
259,0,5,864,605
183,0,1,78,-105
322,0,3,723,401
794,0,2,638,-156
872,0,6,39,-833
924,0,4,417,-507
23,0,5,745,722
576,2,0,542,-34
505,0,3,199,-306
180,0,5,859,679
112,0,3,463,351
924,0,1,805,-119
196,0,4,765,569
20,0,6,801,781
551,0,3,192,-359
125,3,0,124,-1
6,0,5,697,691
436,0,3,873,437
82,0,6,879,797
211,2,0,169,-42
534,0,4,54,-480
107,0,4,618,511
961,0,2,722,-239
485,0,3,119,-366
774,0,5,48,-726
994,0,1,871,-123
704,0,4,118,-586
315,2,0,297,-18
324,0,1,456,132
275,0,3,687,412
77,0,5,784,707
940,2,0,973,33
964,0,1,832,-132
918,0,5,198,-720
649,1,0,701,52
813,0,4,362,-451
95,0,5,796,701
455,0,3,784,329
405,0,2,581,176
270,0,1,416,146
978,3,0,980,2
357,1,0,418,61
730,0,3,341,-389
143,0,2,382,239
180,0,2,375,195
801,0,6,29,-772
104,0,5,724,620
499,1,0,597,98
666,0,5,45,-621
386,2,0,399,13
292,0,5,924,632
669,0,2,511,-158
881,0,6,30,-851
28,0,3,414,386
607,0,1,719,112
820,0,2,525,-295
590,0,1,725,135
835,1,0,887,52
856,0,6,98,-758
271,2,0,300,29
232,0,2,34,-198
986,0,3,684,-302
863,0,1,991,128
1,0,5,696,695
672,0,2,518,-154
176,0,5,805,629
356,0,3,704,348
188,0,3,532,344
824,2,0,789,-35
793,0,5,90,-703
431,0,4,885,454
205,0,2,395,190
822,1,0,882,60
993,0,2,738,-255
900,0,3,552,-348
963,0,6,123,-840
502,0,3,928,426
720,0,3,301,-419
195,0,5,852,657
761,0,3,361,-400
873,0,3,453,-420
866,0,3,566,-300
87,0,5,817,730
685,0,4,126,-559
152,0,1,40,-112
69,0,4,578,509
7,0,6,855,848
